"id","add","group_id","value","hash_post","hash_text","post_created","html"
"204","2023-05-01 21:45:07.193492","3","Wszystkie drogi prowadzą do Rzymu 18.06.2023 godz.18:00Rzeszów Filharmonia Podkarpacka, ul. Fryderyka Chopina 30Największe przeboje muzyki włoskiej ! Utwory z repertuaru min. Al Bano, Andrei Bocellego, Adriana Celentano . Bilety ","d52ac27541831fa50fb97a1420f972d9","57e6cefd4c587e39a0a0dfbc4fe72442","niedziela, 30 kwietnia 2023 o 15:01","-"
"205","2023-05-01 21:45:15.642527","3","https://facebook.com/events/s/spotkaj-sie-z-bogiem-rzeszow/6046579602125729/To już dzisiaj Niesamowite wydarzenie, które odmieni twoje życie … Zobacz więcej","33aeb547cb367b8c3de281ffd2f2a40c","6d933897bea8f6ae32f38b72a812bdf7","niedziela, 30 kwietnia 2023 o 15:01","-"
"206","2023-05-01 21:45:24.056655","3","Otwieramy sezon grillowy a wraz z nim nasze sklepy Sidovski.com oraz Szuruburu - Detailing Shop .Zapraszamy dzisiaj od godziny 15.00Warszawska 8535-230 RzeszówOficjalne otwarcie sklepów Sidovski oraz Szuruburu w Rzeszowie","10ec84c4be1dbe9a8c60458c20e5f763","744c13c2ba65a72374e00920821270d7","niedziela, 30 kwietnia 2023 o 15:01","-"
"207","2023-05-01 21:45:32.466939","3","Zapraszamy do zapisów! ","ae9a0117aca5238313ed0e5aa628124e","81054f4aa26f92191e2a6341bce4f2ac","niedziela, 30 kwietnia 2023 o 15:01","-"
"208","2023-05-01 21:45:40.880283","3","Maturzysto! Już dziś ruszają zapisy na WIELKĄ POWTÓRKĘ PRZED MATURĄ! Nie zwlekaj zapisz się już dziś! … Zobacz więcej","0ab2f82fefed7e5abb7a92b34bcf6d22","98339ede21921a1ea49fd6cb4a7f84ab","niedziela, 30 kwietnia 2023 o 15:01","-"
"209","2023-05-01 21:45:49.403802","3","Dzisiaj OSTATNI DZIEŃ zapisów na warsztaty psychologiczne, podczas których z udziałem koni będziemy poznawać samych siebie, swoje emocje i metody pracy z nimi. Dowiemy się też jak nasze samopoczucie i nastawienie wpływa na otaczające nas środowisko, a także poszukamy kontaktu z własnym ciałem. Nie zwlekaj i daj się zabrać na niesamowitą przygodę w sercu Pogórza Dynowskiego!Zapisy dzisiaj do godziny 18:00 pod numerem 509 667 671. … Zobacz więcej","0702db714df125aa6e5a6a4be0ecaf77","8f31542b6fc0db639e0ef1bfa7103c6c","niedziela, 30 kwietnia 2023 o 15:01","-"
"210","2023-05-01 21:45:57.929549","3"," Przypominamy o Dancingu w Złotym PałacuDostępne są jeszcze wolne miejsca dla par a także dla większych grup, zapraszamy !___________________Rezerwacje  881 280 420,  535 405 665 k… Zobacz więcej","84d10392b70bad065bc5fd8ca85a8380","8b6ff2e6728a8e57acd4cef2c516b623","niedziela, 30 kwietnia 2023 o 15:01","-"
"211","2023-05-01 21:46:06.358162","3"," Dancing z muzyką na żywo Mamy ogromną przyjemność zaprosić Państwa na Dancing w Złotym Pałacu z muzyką na żywo, którą zapewni RICO BAND Dostępne są 3 … Zobacz więcej","6593046419a1d2c4afcbadbf6eea021f","a99605fabb3b11077c739e4db2578f31","niedziela, 30 kwietnia 2023 o 15:01","-"
"212","2023-05-01 21:46:14.786548","3","Zapraszamy  na Relaksacyjną kąpiel w dzwiękach  w Joga OK studio w niedzielę 23.04. Szczegóły w wydarzeniu:https://facebook.com/events/s/ceremonia-dzwieku-relaksacyjna/235007692420201/","3bb57227fdc40263cbb5adf7da9f4159","e506ca649e0900fac3aa0aefb175c18f","niedziela, 30 kwietnia 2023 o 15:01","-"
"213","2023-05-01 21:47:21.368784","4","Blisko 200 profesjonalnych biegaczek i biegaczy stanęło na starcie 42. Biegu Siarkowca. Impreza w Tarnobrzegu miała mocną obsadę","bf957032b10e2fb23313847609282ac4","e4b5874994ce66456ce7d7642c9e071f","poniedziałek, 1 maja 2023 o 17:57","-"
"214","2023-05-01 21:47:37.843643","4","Potrącenie na przejściu dla pieszych","c6a47359b552adebf659d1e1f265fbdd","64bdc5bf8a25aa5d9bcd8a8291d7e50d","poniedziałek, 1 maja 2023 o 17:57","-"
"215","2023-05-01 21:47:55.434955","4","Zobaczcie zdjęcia!","dfd6cade14d8bc92a21c9bbbcf39ee36","320a7dcf4110fcebe5c5abf04ee6b8d6","poniedziałek, 1 maja 2023 o 17:57","-"
"216","2023-05-01 21:48:11.838994","4","Zobaczcie zdjęcia!","dfd6cade14d8bc92a21c9bbbcf39ee36","320a7dcf4110fcebe5c5abf04ee6b8d6","poniedziałek, 1 maja 2023 o 17:57","-"
"217","2023-05-01 21:48:29.492463","4","Sztafeta Przedszkolaków zorganizowana w ramach 42. Biegu Siarkowca w Tarnobrzegu przyciągnęła na plac Bartosza Głowackiego tłumy widzów","26d1ec9b39ce734316bafd0474fabcc7","8cface8d18b60fbb963f6f2a4b7b8a2b","poniedziałek, 1 maja 2023 o 17:57","-"
"218","2023-05-01 21:48:38.269658","4","Zobaczcie zdjęcia:","3e59b4c127365440a07f518d3ab34fdf","c05768abf1764816c42253adfaea75da","poniedziałek, 1 maja 2023 o 17:57","-"
"219","2023-05-01 21:48:46.890008","4","Zapraszam i przypominam, że wszystkie odcinki dostępne są w archiwum pod linkiem https://leliwa.pl/cos-optymistycznego/","c09a1bbecf610b5e9961cfd5bc734e84","879ad4a072a05c37c810dc18f5db85ba","poniedziałek, 1 maja 2023 o 17:57","-"
"220","2023-05-01 21:48:55.602720","4","Sprzedam Insignie rok 2008 nowy rozrząd pompa wody paski rolki oleje silnikowe filtry ubezpieczenia przegląd opony nowe lampy przód Anglik zarejestrowany w Polsce tel 661 896 721","80748689d9a9c1fef68f7c0f25327414","30c821777c03ab1cfc545a7b68263448","poniedziałek, 1 maja 2023 o 17:57","-"
"221","2023-05-01 21:49:04.218914","4","Sprzedam Insignie rok 2008 nowy rozrząd pompa wody paski rolki oleje silnikowe filtry ubezpieczenia przegląd opony nowe lampy przód Anglik zarejestrowany w Polsce tel 661 896 721","80748689d9a9c1fef68f7c0f25327414","30c821777c03ab1cfc545a7b68263448","poniedziałek, 1 maja 2023 o 17:57","-"
"222","2023-05-01 21:49:12.902908","4","Nowe informacje...","f65d7b8c7f90c345e51101b2dc015ed1","840e059e99785e6c37c9a738a472e253","poniedziałek, 1 maja 2023 o 17:57","-"
"223","2023-05-01 21:49:21.717244","4","Do makabrycznej zbrodni doszło wieczorem w powiecie stalowowolskim","e7efa42a450a3a3559cdb845b360b7e9","5f0ffcbfab8c0e7788d558af2ce621dd","poniedziałek, 1 maja 2023 o 17:57","-"
"224","2023-05-01 21:49:30.534667","4","Siarka przegrała z Górnikiem Polkowice","73b8efb93ae8d769adb3e390ec19fd88","ced41f65f75e9a54ac4d859dad0cbd65","poniedziałek, 1 maja 2023 o 17:57","-"
"225","2023-05-01 21:49:39.239027","4","Turniejem rycerskim zainaugurowano sandomierski sezon turystyczny","761ea273071be1c5719d0fb06fd327de","3a8e4a9f952d0800029d5883f3fab968","poniedziałek, 1 maja 2023 o 17:57","-"
"226","2023-05-01 21:49:47.991733","4","10 par świętowało w Zamku Tarnowskich w Tarnobrzegu jubileusz 50-lecia pożycia małżeńskiego","cdc15ab77ca85a011544a2e802bf6e7c","69c7a42dcc97e9531999b27070e7ad12","poniedziałek, 1 maja 2023 o 17:57","-"
"227","2023-05-01 21:49:56.880123","4","Historia ma swój ciąg dalszy","45b66570fd3cb08c7d104a1987799ad8","a4d8c77f82c4a52d90020b41929a422d","poniedziałek, 1 maja 2023 o 17:57","-"
"228","2023-05-01 21:50:05.981666","4","Wracają ogródki. Z nowymi cenami","c604e5665ebc52f440e09869d4cadf90","5d4eba55469affa22a036b50d85de56f","poniedziałek, 1 maja 2023 o 17:57","-"
"229","2023-05-01 21:50:14.607423","4","Drodzy mieszkańcy Tarnobrzega i okolic.Od kilku miesięcy tworzymy z bratem nowy kanał historyczno-krajoznawczy po mniej oczywistych zakątkach Polski. Projekt jest nowy i rozwija się z każdym nowym filmikiem. Z różnych względów, także osobistych ostatnio wybór padł właśnie na okolice Tarnobrzega, jak i samo miasto. Uważamy że po za Sandomierzem jest to region bardzo niesłusznie turystycznie wciąż mało doceniany.Nie jest to film, który ma na celu w jakiś niesamowicie precyzy… Zobacz więcej","4cc654d790eae4450550150ea8ef95ec","e019ddfd4a9cb87caf5d4fc1ce27f06c","poniedziałek, 1 maja 2023 o 17:57","-"
"230","2023-05-01 21:51:57.323286","5","Sprzedam kolczyki i bransoletkę  - nowe","bdac9af7c0494e920144087026eb2228","1442200789509aff5b8953fa3ab28ede","poniedziałek, 1 maja 2023 o 22:01","-"
"231","2023-05-01 21:52:12.045374","5","Sprzedam wózek 3w1 Junama Diamond Candy różowy dla dziewczynki. Piękny 1750zl Stan bdb+ zadbany 
Możliwość wysyłki. 
Więcej informacji udzielę w wiadomości prywatnej zapraszam.","cd4cd4826380cd46579f462d8526a896","806c123186f267457b099bf8dacd2eac","poniedziałek, 1 maja 2023 o 22:01","-"
"232","2023-05-01 21:52:24.335141","5","Sprzedam lustro z firmy Krysiak, kolekcja Radosław w drewnianej  ramie. Zakupione było w salonie meblowym VOX.
Kolor producenta K-9/S. Używane,stan bdb.o wymiarach 145x95cm. Cena 500zł. Odbiór wyłącznie osobisty w Rzeszowie,nie wysyłam za pobraniem.","b6ec9eb4e415be982cba8f9ab24b3bd5","9a9b87a418d69eb6a0b6d7089be80b3b","poniedziałek, 1 maja 2023 o 22:01","-"
"233","2023-05-01 21:52:37.706086","5","Ma może ktoś do oddania sprawna pralkę lub a niewielkie pieniądze? Szukam dla potrzebującej rodziny","c68f2c4655ae15c71934e954e747786b","6ebfa4ff774537434c255ae39704c1d3","poniedziałek, 1 maja 2023 o 22:01","-"
"234","2023-05-01 21:53:27.699826","5","Dzień dobry, 
Czy komuś nie zostało z budowy siatki elewacyjnej i styropianu 5cm? Chętnie odkupię. 
Potrzebuję 20mkw siatki i 10 mkw styropianu.","08736e7ebbdcb5e5475d7dd6cd34e7f5","2583f2a0fccdb88f67c96716693525a3","poniedziałek, 1 maja 2023 o 22:01","-"
"235","2023-05-01 21:53:42.958847","5"," KONTAKT: 602-384-198
         Dojazd do klienta gratis!
 Usługa profesjonalnego mycia/czyszczenia:
 Kostki brukowej
 Ogrodzeń
 Warsztatów
 Tarasów
 Betonu
 Elewacji 
 Dachu
 Oferujemy kompleksowe czyszczenie kostki brukowej wraz z usuwaniem mchu, glonów, oleju oraz innych zanieczyszczeń. Mycie i czyszczenie elewacji oraz dachu . 
Nasza firma zawsze podejmuje się każdego zlecenia z pełnym zaangażowaniem i dbałością o najwyższą jakość wykonania usługi.","b15d24ca7df89a64544908e7ddc89124","85b267fa4e63daf3f8fb6ae8264ae733","poniedziałek, 1 maja 2023 o 22:01","-"
"236","2023-05-01 21:53:57.242033","5","Witam,
Sprzedam kawiarkę. Używana. Stan bardzo dobry. 
Cena: 30 zł","7e20ccbc5b14df81106fdb448d83584e","00e73cbeb25c1dba71648a05fcf40e2c","poniedziałek, 1 maja 2023 o 22:01","-"
"237","2023-05-01 21:54:05.924597","5","Witam.Mam do sprzedania szarfy o wymiarach 17x273 cm.Nie sprzedaje na sztuki, można je kupić albo w całości dany kolor, albo połowę z danego koloru. Podaję ilość sztuk i cenę danego koloru:1. 24 szt. - 24 zł 2. 22 szt. - 24 zł 3. 24 szt. - 24 zł 4. 24 szt. - 24 zł 5. 20 szt. - 20 zł 6. 24 szt. - 24 zł 7. 24 szt. - 24 zł 8. 24 szt. - 24 zł 9. 24 szt. - 24 zł 10. 24 szt. - 24 zł 11. 24 szt. - 24 zł 12. 24 szt. - 24 zł Jeśli ktoś jest chętny, zapraszam na priv.","312837566848823cdb636d5484a8cd43","b2542a928a8af8b3a19554a06a9111d4","poniedziałek, 1 maja 2023 o 22:01","-"
"238","2023-05-01 21:54:14.600166","5","Absolwentka filologii angielskiej UMCS z wieloletnim doświadczeniem w nauczaniu udzieli korepetycji z języka angielskiego na wszystkich poziomach zaawansowania. Możliwa nauka stacjonarna z dojazdem do ucznia oraz możliwe lekcje on- line. Rzeszów i okolice. Prosze pisać na priv.","0afd8c741d911665b0e26afaa12b1af9","624f6c53420a3241c7e8ad02c328684d","poniedziałek, 1 maja 2023 o 22:01","-"
"239","2023-05-01 21:54:23.344200","5","Sprzedam fotelik joie steadiBezwypadkowyLekko zmechacony widoczne na zdjęciuNie wyblaknięty270zl","ed55ae42d457da3e4e7a01a7eee7ce34","6044ab82abb6d816bad0484e95a3a345","poniedziałek, 1 maja 2023 o 22:01","-"
